target_name_ullyses,target_name_simbad,target_classification,simbad_link,targ_ra,targ_dec,coordinate_epoch,source_catalog,host_galaxy_name,host_cluster_name,d_gaia,d_gaia_err,spectral_type,spectral_type_ref,temp_class,lum_class,star_teff,star_teff_ref,star_luminosity,star_luminosity_ref,star_mass,star_mass_ref,surface_gravity,surface_gravity_ref,rotation_period,rotation_period_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,star_radius,star_radius_ref,rate_accretion,rate_accretion_ref,extinction_ebmv,extinction_ebmv_ref,age,age_ref,metallicity,metallicity_ref,fuv_mag,nuv_mag,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,i_mag,i_mag_ref,gaia_id,gaia_parallax,gaia_parallax_err,known_binary,known_binary_ref,is_variable,is_monitor_targ,extended,Extra,radial_velocity,radial_velocity_ref,gaia_g_mean_mag,gaia_bp_mean_mag,gaia_rp_mean_mag
LkCa 19,EM* LkCa 19,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+282630,73.90406303,30.29853179,2016,1995ApJS..101..117K,MW,Taurus,157.237649,0.519197243,K0,1995ApJS..101..117K,,,5250,1995ApJS..101..117K,0.23,2013ApJ...767..112I,1.3,1995ApJS..101..117K,,,,,,,,,,,,,0,1995ApJS..101..117K,,,,,,,,,,,11.12,none,,,Gaia DR3 156900622818205312 ,6.3598,0.021,none,none,TRUE,FALSE,FALSE,TRUE,14,2018ApJ...856...23G,10.34037304,10.88559055,9.63598156
LkCa 4,EM* LkCa 4,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=EM*+LkCa+4,64.11714711,28.12647714,2016,1995ApJS..101..117K,MW,Taurus,129.8178655,0.320200886,K7,1995ApJS..101..117K,,,4100,2014MNRAS.444.3220D,-0.05,2014MNRAS.444.3220D,0.79,2014MNRAS.444.3220D,,,,,,,,,,,,,0.22,2014MNRAS.444.3220D,,,,,,,,,,,12.78,none,,,Gaia DR3 164666022471759232 ,7.7031,0.019,none,none,TRUE,FALSE,FALSE,TRUE,17.1,2020AJ....160..120J,12.06544304,13.1441927,10.98338604
AA Tau,AA Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+AA+Tau,68.73094346,24.48130632,2016,2011ApJS..195....3F,MW,Taurus,134.6710659,1.574230492,K7,2011ApJS..195....3F,,,4060,1995ApJS..101..117K,0,2013ApJ...767..112I,0.8,2013ApJ...767..112I,,,,,,,,,2.1,2013ApJ...767..112I,-7.82,2013ApJ...767..112I,0.613,2011ApJS..195....3F,,,,,,,13.14,none,,,12.2,none,,,Gaia DR3 147818450613367424 ,7.4255,0.0868,none,none,TRUE,FALSE,FALSE,TRUE,17.9,2020AJ....160..120J,14.42294979,15.71962357,13.17599487
DE Tau,DE Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+DE+Tau,65.48186504,27.91826357,2016,2011ApJS..195....3F,MW,Taurus,128.0213027,0.414653185,M2,2011ApJS..195....3F,,,3580,1995ApJS..101..117K,-0.1,2013ApJ...767..112I,0.4,2013ApJ...767..112I,,,,,,,,,2.4,2013ApJ...767..112I,-7.55,2013ApJ...767..112I,0.29,2011ApJS..195....3F,,,,,,,15.18,none,,,13.8,none,,,Gaia DR3 152511475478780416 ,7.8112,0.0253,none,none,TRUE,FALSE,FALSE,TRUE,15.6,2020AJ....160..120J,11.90545654,13.0669508,10.80557919
DK Tau,V* DK Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=DK+Tau,67.68436824,26.02344203,2016,2022A&A...667A.124G,MW,Taurus,132.0184298,0.880157723,K5,2022A&A...667A.124G,,,3923,2022A&A...667A.124G,-0.11,2022A&A...667A.124G,0.62,2022A&A...667A.124G,,,,,,,,,1.91,2022A&A...667A.124G,-8.33,2022A&A...667A.124G,0.39,2022A&A...667A.124G,,,,,,,13.32,none,14.59,none,13.05,none,,,Gaia DR3 151106780654065792,7.574671768,0.05053208,FALSE,none,TRUE,FALSE,FALSE,TRUE,16.7,2020AJ....160..120J,12.70485497,13.56385422,11.40624332
DM Tau,DM Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+DM+Tau,68.45311167,18.16935578,2016,2009ApJ...703.1964F,MW,Taurus,144.0486308,0.450275174,M1,2009ApJ...703.1964F,,,3720,1995ApJS..101..117K,-0.7,2013ApJ...767..112I,0.5,2013ApJ...767..112I,,,,,,,,,1.1,2013ApJ...767..112I,-8.54,2013ApJ...767..112I,0.226,2009ApJ...703.1964F,,,,,,,14.3,none,,,14,none,,,Gaia DR3 3314282402395528192,6.9421,0.0217,none,none,TRUE,FALSE,FALSE,TRUE,11,2018ApJ...856...23G,13.09575462,14.07335854,12.04468441
DN Tau,DN Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+DN+Tau,68.86410295,24.24960459,2016,2011ApJS..195....3F,MW,Taurus,128.600823,0.365493594,M0,2011ApJS..195....3F,,,3850,1995ApJS..101..117K,0.18,2013ApJ...767..112I,0.6,2013ApJ...767..112I,,,,,,,,,2.8,2013ApJ...767..112I,-8,2013ApJ...767..112I,0.29,2011ApJS..195....3F,,,,,,,13.56,none,,,11.5,none,,,Gaia DR3 147606657186323712 ,7.776,0.0221,none,none,TRUE,FALSE,FALSE,TRUE,17.6,2020AJ....160..120J,11.46060562,12.33783436,10.50522614
DR Tau,DR Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+DR+Tau,71.77592068,16.97849768,2016,2011ApJS..195....3F,MW,Taurus,192.9645138,1.225041488,K5,2011ApJS..195....3F,,,4060,1995ApJS..101..117K,-0.4,2013ApJ...767..112I,0.9,2013ApJ...767..112I,,,,,,,,,1.1,2013ApJ...767..112I,-7.28,2013ApJ...767..112I,0.452,2011ApJS..195....3F,,,,,,,12.03,none,,,10.5,none,,,Gaia DR3 3406081865148861440,5.1823,0.0329,none,none,TRUE,FALSE,FALSE,TRUE,21.1,2018ApJ...860...43G,11.65140533,12.34704018,10.72555065
RU Lup,RU Lup,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+RU+Lup,239.1762308,-37.82106815,2016,2022A&A...668A..94S,MW,Lupus II,157.5075997,0.997307488,K7,2022A&A...668A..94S,,,4037,2022A&A...668A..94S,0.11,2022A&A...668A..94S,0.65,2022A&A...668A..94S,,,3.71,2007A&A...461..253S,,,,,1.64,2005AJ....129.2777H,-7.52,2017ApJ...844..169F,0.022,2017ApJ...844..169F,2.5,2005AJ....129.2777H,,,,,,,11.7,2014A&A...568A..18M,11.4,2014A&A...568A..18M,,,Gaia DR3 6010114558131195392,6.3489,0.0402,none,none,TRUE,TRUE,FALSE,TRUE,3.3,2017A&A...602A..33F,10.71024704,11.28913116,9.970541
BP Tau,BP Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+BP+Tau,64.81602015,29.10736411,2016,2011ApJS..195....3F,MW,Taurus-Auriga,127.3982725,0.587537578,K7,2011ApJS..195....3F,,,4060,1995ApJS..101..117K,0,2013ApJ...767..112I,0.8,2013ApJ...767..112I,,,8.19,2006PASP..118.1390P,,,,,2.1,2013ApJ...767..112I,-7.54,2013ApJ...767..112I,0.35,2011ApJS..195....3F,,,,,,,,,,,12.12,,,,Gaia DR3 164832740220756608 ,7.8494,0.0362,none,none,TRUE,TRUE,FALSE,TRUE,16.2,2018ApJ...856...23G,11.45950222,12.19569588,10.56008434
GM Aur,GM Aur,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+GM+Aur,73.7957758,30.36638472,2016,2011ApJS..195....3F,MW,Taurus-Auriga,158.1077663,1.224905222,K7,2011ApJS..195....3F,,,4730,1995ApJS..101..117K,0.079,2013ApJ...767..112I,0.8,2013ApJ...767..112I,,,6.1,2010PASP..122..753P,,,,,2.3,2013ApJ...767..112I,-8.02,2013ApJ...767..112I,0.19,2011ApJS..195....3F,,,,,,,,,,,13.1,,,,Gaia DR3 156907907082740480 ,6.3248,0.049,none,none,TRUE,TRUE,FALSE,TRUE,15,2018ApJ...856...23G,11.72710705,12.41005802,10.78907108
TW Hya,TW Hya,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+TW+Hya,165.4659029,-34.70479323,2016,1999ApJ...512L..63W,MW,TWA,60.13626879,0.054245562,K7,1999ApJ...512L..63W,,,3800,2018ApJ...853..120S,-0.52,2013ApJ...767..112I,0.8,2013ApJ...767..112I,4.2,2018ApJ...853..120S,3.57,2008A&A...489L...9H,,,,,1.1,2013ApJ...767..112I,-8.74,2013ApJ...767..112I,0,1999ApJ...512L..63W,8,2018ApJ...853..120S,,,,,,,,,10.5,,,,Gaia DR3 5401795662560500352,16.6289,0.015,none,none,TRUE,TRUE,FALSE,TRUE,12.4,2018ApJ...856...23G,10.45088673,11.17859364,9.533519745
HN Tau,V* HN Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+HN+Tau,68.41406647,17.86444597,2016,2011ApJS..195....3F,MW,Taurus,134.4248632,2.488245038,K5,2011ApJS..195....3F,,,4350,1995ApJS..101..117K,-0.15,2013ApJ...767..112I,1.1,2013ApJ...767..112I,,,,,,,,,1.5,2013ApJ...767..112I,-7.85,2013ApJ...767..112I,0.35,2011ApJS..195....3F,,,,,,,,,,,13.4,,,,Gaia DR3 3314237734735803392,7.4391,0.1377,none,none,TRUE,FALSE,FALSE,TRUE,4.6,2012ApJ...745..119N,13.38204193,14.09708118,12.48713684
IP Tau,IP Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+IP+Tau,66.23788486,27.19892091,2016,2011ApJS..195....3F,MW,Taurus,129.3794959,0.287911728,M0,2011ApJS..195....3F,,,3850,1995ApJS..101..117K,-0.15,2013ApJ...767..112I,0.6,2013ApJ...767..112I,,,,,,,,,1.9,2013ApJ...767..112I,-8.14,2013ApJ...767..112I,0.55,2011ApJS..195....3F,,,,,,,,,,,,,,,Gaia DR3 152226491513195648 ,7.7292,0.0172,none,none,TRUE,FALSE,FALSE,TRUE,17.4,2020AJ....160..120J,12.42338276,13.4298954,11.4066
MP MUS,MP MUS,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=CPD-68+1894,200.5309359,-69.63681652,2016,2002AJ....124.1670M,MW,Lower Centaurus-Crux,97.89333542,0.119788814,K1,2002AJ....124.1670M,,,5035,2002AJ....124.1670M,-0.046,2013ApJ...767..112I,1.1,2013ApJ...767..112I,,,,,,,,,1.3,2013ApJ...767..112I,-9.89,2013ApJ...767..112I,0.06,2002AJ....124.1670M,,,,,,,,,,,10.39,,,,Gaia DR3 5844296281847839232,10.2152,0.0125,none,none,TRUE,FALSE,FALSE,TRUE,11.6,2017AJ....153...95R,9.972892761,10.54322147,9.234114647
RW Aur,RW Aur,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+RW+Aur,76.9560812,30.40120459,2016,2011ApJS..195....3F,MW,Taurus,156.0987793,1.074577155,K0,2022A&A...667A.124G,,,4870,2022A&A...667A.124G,0.21,2022A&A...667A.124G,1.5,2022A&A...667A.124G,,,,,,,,,1.8,2022A&A...667A.124G,-6.93,2022A&A...667A.124G,1,2022A&A...667A.124G,,,,,,,,,10.86,none,9.6,none,,,Gaia DR3 156430822114424576 ,6.4062,0.0441,none,none,TRUE,FALSE,FALSE,TRUE,15.9,2018ApJ...856...23G,12.18407154,12.81887341,11.04484272
TWA 3A,TWA 3A,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=TWA+3A,167.6156531,-37.53105715,2016,1999ApJ...512L..63W,MW,TWA,37.05474097,0.051764129,M3,1999ApJ...512L..63W,,,,,-0.4,2013ApJ...767..112I,0.3,2013ApJ...767..112I,,,,,,,,,1.8,2013ApJ...767..112I,-10.01,2013ApJ...767..112I,0,1999ApJ...512L..63W,,,,,,,,,,,12.57,,,,Gaia DR3 5396978667759696000,26.9871,0.0377,none,none,TRUE,FALSE,FALSE,TRUE,13.1,2017AJ....153...95R,11.22207069,12.71194744,9.802628517
V836 Tau,V836 Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+V836+Tau,75.77750987,25.38870272,2016,2011ApJS..195....3F,MW,Taurus,166.9950903,0.510338692,K7,2011ApJS..195....3F,,,4060,1995ApJS..101..117K,0,2013ApJ...767..112I,0.8,2013ApJ...767..112I,,,,,,,,,2.1,2013ApJ...767..112I,-8.96,2013ApJ...767..112I,0.48,2011ApJS..195....3F,,,,,,,,,,,13.49,,,,Gaia DR3 3420008412568724736,5.9882,0.0183,none,none,TRUE,FALSE,FALSE,TRUE,18.2,2012ApJ...745..119N,12.64246464,13.71241379,11.60198307
V397 Aur,V397 Aur,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+V397+Aur,74.00847123,30.35091309,2016,1995ApJS..101..117K,MW,Taurus,165.2182533,2.249278669,K7+M2,1995ApJS..101..117K,,,4060,1995ApJS..101..117K,-0.097,2013ApJ...767..112I,0.8,1995ApJS..101..117K,,,,,,,,,,,,,0,1995ApJS..101..117K,,,,,,,,,,,11.72,,,,Gaia DR3 156902512603777408 ,6.0526,0.0824,none,none,TRUE,FALSE,FALSE,TRUE,15,1988AJ.....96..297W,11.11220837,11.90977383,10.23957157
HD 142527,HD 142527,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+142527,239.1744688,-42.32324074,2016,2014ApJ...790...21M,MW,Lupus,159.2584925,0.720316795,F6-7III,2014ApJ...790...21M,,,6550,2014ApJ...790...21M,1.21,2014ApJ...790...21M,2,2014ApJ...790...21M,,,,,,,,,,,-6.7,2014ApJ...790...21M,0.25,2014ApJ...790...21M,,,,,,,,,,,8.34,,,,Gaia DR3 5994826707951507200,6.2791,0.0284,none,none,TRUE,FALSE,FALSE,TRUE,-3.1,2006AstL...32..759G,8.114527702,8.50246048,7.498226643
HD 169142,HD 169142,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+169142,276.1240713,-29.78053707,2016,2015ApJ...798...94W,MW,other,114.8725489,0.353644827,A7V,2015ApJ...798...94W,,,7500,2015ApJ...798...94W,,,1.65,2015ApJ...798...94W,,,,,,,,,,,-8.68,2015ApJ...798...94W,0,2015ApJ...798...94W,,,,,,,,,,,8.16,,,,Gaia DR3 4048015133392824064,8.7053,0.0268,none,none,TRUE,FALSE,FALSE,TRUE,,,8.069379807,8.204545021,7.791367531
HK Ori,HK Ori,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+HK+Ori,82.8668506,12.15281956,2016,2006ApJ...653..657M,MW,Lambda Orionis,none,none,A4,2006ApJ...653..657M,,,8511,2006ApJ...653..657M,1.89,2006ApJ...653..657M,3,2006ApJ...653..657M,,,,,,,,,,,-5.24,2011A&A...535A..99M,0.44,2006ApJ...653..657M,,,,,,,,,,,12.06,,,,Gaia DR3 3340972119446813440,         ,       ,none,none,TRUE,FALSE,FALSE,TRUE,22.2,2020AJ....160..120J,12.04352856,11.8134222,10.85241985
UX Tau A,V* UX Tau A,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+UX+Tau+A,67.51669855,18.23033127,2016,2014MNRAS.440.3444C,MW,Taurus,142.231325,0.665558769,K2,2014MNRAS.440.3444C,,,4900,2014MNRAS.440.3444C,,,1.3,2014MNRAS.440.3444C,,,,,,,,,,,-7.325,2014MNRAS.440.3444C,,,,,,,,,,,,,10.8,,,,Gaia DR3 3314508626912857472,7.0308,0.0329,none,none,TRUE,FALSE,FALSE,TRUE,16,2018ApJ...856...23G,11.24546623,11.6837616,10.39165974
Wa Oph 2,Wa Oph 2,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=Wa+Oph+2,242.9969003,-19.11491072,2016,2018MNRAS.473.1231A,MW,Upper Scorpius,137.0351084,0.32299228,K0,2018MNRAS.473.1231A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66,,,,Gaia DR3 6245812948756034816,7.2974,0.0172,none,none,TRUE,FALSE,FALSE,TRUE,-2.8,2020AJ....160..120J,11.16810036,11.8944931,10.32765484
2MASS-J15570234-1950419,2MASS J15570234-1950419,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=1RXS+J155702.5-195037,239.2597544,-19.84511709,2016,2018MNRAS.473.1231A,MW,Upper Scorpius,130.1541025,6.023896141,K7,2018MNRAS.473.1231A,,,,,,,0.77,2018MNRAS.473.1231A,,,,,,,,,,,,,,,,,,,,,,,,,11.67,,,,Gaia DR3 6247031035844387584,7.6832,0.3556,none,none,TRUE,FALSE,FALSE,TRUE,-5.1,2017AJ....153...95R,11.38499546,11.79203796,10.26483917
CVSO 35,CVSO 35,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=CVSO+35,81.44133783,1.763897145,2016,2005AJ....129..935C,MW,Ori OB1a,364.0997633,13.81365204,K7,2005AJ....129..935C,,,4060,2005AJ....129..935C,-0.14,2005AJ....129..935C,0.77,2005AJ....129..935C,,,,,,,,,,,-8.77,2005AJ....129..935C,0.25,2005AJ....129..935C,,,,,,,,,,,13.36,,,,Gaia DR3 3222267297922229248,2.7465,0.1042,none,none,TRUE,FALSE,FALSE,TRUE,21.7,2020AJ....160..120J,14.42433739,15.09719086,13.29864693
KISO A-0903 134,KISO A-0903 134,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=Kiso+A-0903+134,81.73073525,1.67288989,2016,2017ApJ...844..169F,MW,Ori OB1a,360.5032626,4.249777096,,,,,,,,,0.4,2017ApJ...844..169F,,,,,,,,,,,-9.1,2017ApJ...844..169F,0,2017ApJ...844..169F,,,,,,,,,,,15.56,,,,Gaia DR3 3222237885987655424,2.7739,0.0327,none,none,TRUE,FALSE,FALSE,TRUE,21.2,2020AJ....160..120J,15.31236076,16.21341896,14.28796864
CVSO 206,CVSO 206,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=Kiso+A-0903+109,81.17100207,1.910701023,2016,2017ApJ...844..169F,MW,Ori OB1a,336.3832078,3.360663775,K5,2007ApJ...661.1119B,,,,,,,0.8,2017ApJ...844..169F,,,,,,,,,,,-8.13,2017ApJ...844..169F,0.19,2017ApJ...844..169F,,,,,,,,,,,14.93,,,,Gaia DR3 3222286505017306240,2.9728,0.0297,none,none,TRUE,FALSE,FALSE,TRUE,20,2020AJ....160..120J,14.8625288,15.84737206,13.83862209
[PGZ2001] J161031.9-191305,[PGZ2001] J161031.9-191305,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=[PGZ2001]+J161031.9-191305,242.6330901,-19.21846086,2016,2015ApJ...802...61L,MW,Upper Scorpius,137.1234248,0.763395045,K7,2001AJ....121.1040P,,,4000,2015ApJ...802...61L,,,0.77,2008ApJ...679..762K,,,,,,,,,,,,,0.35,2015ApJ...802...61L,,,,,,,,,,,13.56,,,,Gaia DR3 6245761404851201408,7.2927,0.0406,none,none,TRUE,FALSE,FALSE,TRUE,-6.9,2012ApJ...745...56D,12.68746853,13.81296825,11.62490368
[PZ99] J161019.1-250230,[PZ99] J161019.1-250230,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=[PZ99]+J161019.1-250230,242.5799011,-25.04183387,2016,2010ApJ...724..835W,MW,Upper Scorpius,159.2584925,1.478678491,M1 ,2010ApJ...724..835W,,,3700,2010ApJ...724..835W,,,,,,,,,,,,,,,,,0.1,2010ApJ...724..835W,,,,,,,,,,,11.98,,,,Gaia DR3 6049748791208799488,6.2791,0.0583,none,none,TRUE,FALSE,FALSE,TRUE,-4.2,2020AJ....160..120J,11.38407516,12.19418907,10.4791832
RR Tau,RR Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+RR+Tau,84.87712535,26.37413731,2016,2012A&A...543A..59M,MW,other,810.1758082,19.6915452,A2-3IIIe,2010MNRAS.401.1199W,,,10000,2012A&A...543A..59M,,,,,,,,,,,,,,,-4.11,2012A&A...543A..59M,,,,,,,,,,,,,12.09,,,,Gaia DR3 3441021939498830976,1.2343,0.03,none,none,TRUE,FALSE,FALSE,TRUE,,,12.43480873,12.88571739,11.57357121
2MASS J04390163+2336029,[SCH2006b] J0439016+2336030,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=2MASS+J04390163+2336029,69.7568471,23.60072493,2016,2006AJ....132.2665S,MW,Taurus,126.7571713,0.432212535,M6,2006AJ....132.2665S,,,3125,2008ApJ...681..594H,-1.05,2008ApJ...681..594H,0.17,2008ApJ...681..594H,,,,,,,,,,,-9.36,2008ApJ...681..594H,0,2008ApJ...681..594H,,,,,,,,,,,16,,,,Gaia DR3 146764809236423808 ,7.8891,0.0269,none,none,TRUE,FALSE,FALSE,TRUE,16.6,2018ApJ...856...23G,14.34844971,16.17883492,13.06757259
Sz 102,Sz 102,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=WRAY+16-203,242.1238326,-39.05316237,2016,2017A&A...600A..20A ,MW,Lupus III,695.8458006,235.1766094,K2,2017A&A...600A..20A ,,,4900,2017A&A...600A..20A ,-1.83,2017A&A...600A..20A ,,,,,,,,,,,,,,,0.23,2017A&A...600A..20A ,,,,,,,,,,,15.91,,,,Gaia DR3 5997083008890845184,1.4371,0.4857,none,none,TRUE,FALSE,FALSE,TRUE,21.6,2017A&A...602A..33F,16.45709229,16.43509483,15.37602806
CE Ant,TWA 7,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+CE+Ant,160.6247904,-33.67126227,2016,1999ApJ...512L..63W,MW,TWA,34.09745735,0.031739979,M3.2,1999ApJ...512L..63W,,,,,,,0.46,1999ApJ...512L..63W,,,,,,,,,,,-12,2013ApJ...767..112I,,,,,,,,,,,,,10.91,,,,Gaia DR3 5444751795151480320,29.3277,0.0273,none,none,TRUE,FALSE,FALSE,TRUE,12.1,2017AJ....153...95R,10.64235783,12.00091934,9.48192215
UZ Tau E,V* UZ Tau E,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V*+UZ+TAu+A,68.17949393,25.87518372,2016,2007AJ....134..241J,MW,Taurus,130.4376182,1.597611994,M1,2007AJ....134..241J,,,,,,,0.69,2007AJ....134..241J,,,,,,,,,,,-7.02,2012MNRAS.419..925J,,,,,,,,,,,,,,,,,Gaia DR3 151045650384137600 ,7.6665,0.0939,none,none,TRUE,FALSE,FALSE,TRUE,13.8,2020AJ....160..120J,12.36909389,13.56076241,11.25979519
2MASSJ04383885+1546045,2MASS J04383885+1546045,T Tauri star companion,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=2MASS+J04383885%2B1546045,69.66194168,15.76783389,2016,2019AJ....158...54E ,MW,Taurus,139.83276,0.351957614,M3,2019AJ....158...54E ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 3309970392669539584,7.1514,0.018,none,none,TRUE,FALSE,FALSE,TRUE,19,2018ApJ...856...23G,13.69961929,15.01921463,12.56263924
CVSO-109A,CVSO 109A,T Tauri star companion,,83.13610687,-1.229437464,2016,2021RNAAS...5...36P,MW,Ori OB1b,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,TRUE,FALSE,FALSE,FALSE,,,,,
CVSO-109B,CVSO 109B,T Tauri star companion,,83.13599552,-1.2295746,2016,2021RNAAS...5...36P,MW,Ori OB1b,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 3217630382512239232,,,none,none,TRUE,FALSE,FALSE,FALSE,,,14.47279644,,
CVSO-165A,CVSO 165A,T Tauri star companion,,84.76072363,-1.342346479,2016,2021RNAAS...5...36P,MW,Ori OB1b,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,TRUE,FALSE,FALSE,FALSE,,,,,
CVSO-165B,CVSO 165B,T Tauri star companion,,84.76072363,-1.342346479,2016,2021RNAAS...5...36P,MW,Ori OB1b,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,TRUE,FALSE,FALSE,FALSE,,,,,
GAIA DR3 3217473697810165504,GAIA DR3 3217473697810165504,T Tauri star companion,,84.75978669,-1.341157429,2016,,MW,Ori OB1b,1332.445037,49.8890147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 3217473697810165504,0.7505,0.0281,none,none,TRUE,FALSE,FALSE,FALSE,,,15.0436058,15.50828743,14.38793564
Haro 5-64B,Haro 5-64B,T Tauri star companion,http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Haro+5-64B,83.026605,-1.183367211,2016,,MW,Ori OB1b,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,TRUE,FALSE,FALSE,FALSE,,,,,
GAIA DR3 5200232636905785728,GAIA DR3 5200232636905785728,T Tauri star companion,,175.8459327,-78.08212048,2016,,MW,Cha I,2316.423442,436.2409679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 5200232636905785728,0.4317,0.0813,none,none,TRUE,FALSE,FALSE,FALSE,,,17.72819901,18.08352661,17.19360542
