target_name_ullyses,target_name_simbad,target_classification,simbad_link,targ_ra,targ_dec,coordinate_epoch,source_catalog,host_galaxy_name,host_cluster_name,d_gaia,d_gaia_err,spectral_type,spectral_type_ref,temp_class,lum_class,star_teff,star_teff_ref,star_luminosity,star_luminosity_ref,star_mass,star_mass_ref,surface_gravity,surface_gravity_ref,rotation_period,rotation_period_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,star_radius,star_radius_ref,rate_accretion,rate_accretion_ref,extinction_ebmv,extinction_ebmv_ref,age,age_ref,metallicity,metallicity_ref,fuv_mag,nuv_mag,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,i_mag,i_mag_ref,gaia_id,gaia_parallax,gaia_parallax_err,known_binary,known_binary_ref,is_variable,is_monitor_targ,extended,Extra,radial_velocity,radial_velocity_ref,gaia_g_mean_mag,gaia_bp_mean_mag,gaia_rp_mean_mag
CVSO-36B,CVSO 36B,T Tauri star companion,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=GAIA+EDR3+3222268122555927936,81.45900692,1.827259671,2016,,MW,Ori OB1b,333.2000533,13.87778444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 3222268122555927936,3.0012,0.125,none,none,TRUE,FALSE,FALSE,FALSE,,,,,
DQ Tau,DQ Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=DQ+Tau,71.72108333,17.00003889,2016,1997AJ....113.1841M,MW,Taurus,,,M0-1,2016ApJ...818..156C,,,3700,2016ApJ...818..156C,-0.49,2016ApJ...818..156C,1.21,2016ApJ...818..156C,,,,,,,,,,,-7.3,2022ApJ...928...81F,0.16,2016ApJ...818..156C,,,,,,,14.56,none,13.67,none,12,none,,,Gaia DR3 3406269842981827712,,,TRUE,2016ApJ...818..156C,TRUE,FALSE,FALSE,TRUE,22.4,2018ApJ...856...23G,12.45619297,13.69262791,11.34175873
KK Oph,KK Oph,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=KK+Oph,257.5338333,-27.25522222,2016,2007A&A...464..687C,MW,other,,,A6V + G6V,2007A&A...464..687C,,,8317,2007A&A...464..687C,1.3,2007A&A...464..687C,1.6,2007A&A...464..687C,,,,,,,,,,,,,0.5,2007A&A...464..687C,,,,,,,12.86,none,12.79,none,12.22,none,,,,,,TRUE,2007A&A...464..687C,TRUE,FALSE,FALSE,TRUE,10,2007AN....328..889K,,,
HD 104237,HD 104237,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=DX+Cha,180.020342,-78.19296063,2016,2013A&A...549A..15F,MW,eps Cha,106.6041256,0.485261571,A0,2006A&A...459..837G,,,9840,2006A&A...459..837G,0.778,2006A&A...459..837G,2,2006A&A...459..837G,,,,,,,,,,,-7.45,2006A&A...459..837G,0.1,2006A&A...459..837G,,,,,,,,,,,6.62,none,,,Gaia DR3 5836666564476158336,9.226,0.0582,TRUE,2021AJ....161...87D,TRUE,FALSE,FALSE,TRUE,14,2017AJ....153...95R,6.558350563,6.678522587,6.29524374
CW Tau,CW Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=CW+Tau,63.57089217,28.18260534,2016,2022A&A...667A.124G,MW,Taurus,131.5889,0.9,K0,2022A&A...667A.124G,,,4854,2022A&A...667A.124G,-0.4,2022A&A...667A.124G,0.9,2022A&A...667A.124G,,,,,,,,,0.89,2022A&A...667A.124G,-7.47,2022A&A...667A.124G,1.16,2022A&A...667A.124G,,,,,,,13.92,none,13.64,none,12.36,none,,,Gaia DR3 163184091252903936,7.601729485,0.03727604,FALSE,none,TRUE,FALSE,FALSE,TRUE,18.9,2020AJ....160..120J,12.77468395,13.68733025,11.54827213
DF Tau,DF Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=DF+Tau,66.76164923,25.70611945,2016,2022A&A...667A.124G,MW,Taurus,,,M2,2022A&A...667A.124G,,,3565,2022A&A...667A.124G,-0.46,2022A&A...667A.124G,0.35,2022A&A...667A.124G,,,,,,,,,1.55,2022A&A...667A.124G,-7.55,2022A&A...667A.124G,0,2022A&A...667A.124G,,,,,,,11.97,none,12.25,none,11.42,none,9.14,none,Gaia DR3 151179966897747840,5.667196863,0.49981314,FALSE,none,TRUE,FALSE,FALSE,TRUE,18,2020AJ....160..120J,11.05881023,12.09206676,9.988384247
TWA 27,TWA 27,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=TWA+27,181.889079,-39.54844319,2016,2019A&A...632A..46V,MW,TWA,,,M9,2019A&A...632A..46V,,,2640,2019A&A...632A..46V,-2.19,2019A&A...632A..46V,0.019,2019A&A...632A..46V,,,,,,,,,0.35,2019A&A...632A..46V,-10.68,2019A&A...632A..46V,0,2019A&A...632A..46V,,,,,,,,,,,19.95,none,15.88,none,Gaia DR3 3459372646830687104,15.46239077,0.11630435,FALSE,none,TRUE,FALSE,FALSE,TRUE,9.4,2017AJ....153...95R,17.38807106,20.14224625,15.87130356
GW Ori,GW Ori,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=GW+Ori,82.28495962,11.87018337,2016,2014A&A...570A.118F,MW,Lambda Orionis,,,G8,2014A&A...570A.118F,,,5500,2014A&A...570A.118F,1.68,2014A&A...570A.118F,3.9,2014A&A...570A.118F,,,,,,,,,7.6,2014A&A...570A.118F,-6.4,2014A&A...570A.118F,0.45,2014A&A...570A.118F,,,,,,,,,10.83,none,10.1,none,,,Gaia DR3 3340856533286969600,2.451004334,0.0623276,TRUE,2014A&A...570A.118F,TRUE,FALSE,FALSE,TRUE,34,2006AstL...32..759G,9.44586277,9.996103287,8.690992355
V1044 Ori,V* V1044 Ori,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V1044+Ori,83.56858749,-5.612680385,2016,2004AJ....128.1294C,MW,Ori OB1c,366.25,11.18,G2,2004AJ....128.1294C,,,5860,2004AJ....128.1294C,0.83,2004AJ....128.1294C,1.6,2004AJ....128.1294C,,,,,,,,,2.5,2004AJ....128.1294C,-7.55,2004AJ....128.1294C,0.13,2004AJ....128.1294C,9.2,2004AJ....128.1294C,,,,,12.31,2004AJ....128.1294C,12.11,2004AJ....128.1294C,11.36,2004AJ....128.1294C,10.47,2004AJ....128.1294C,Gaia DR3 3017260709226477056,2.578810957,0.020732729,FALSE,none,TRUE,FALSE,FALSE,TRUE,27.3,2020AJ....160..120J,11.12718201,11.5503273,10.52748013
RY Tau,V* RY Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=RY+Tau,65.48924943,28.4430898,2016,2004AJ....128.1294C,MW,Taurus,,,G1,2004AJ....128.1294C,,,5945,2004AJ....128.1294C,0.98,2004AJ....128.1294C,2,2004AJ....128.1294C,,,,,,,,,2.9,2004AJ....128.1294C,-7.11,2004AJ....128.1294C,0.71,2004AJ....128.1294C,7.6,,,,,,11.83,2004AJ....128.1294C,11.29,2004AJ....128.1294C,10.22,2004AJ....128.1294C,,,Gaia DR3 164551162164119424,7.23487094,0.2031438,FALSE,none,TRUE,FALSE,FALSE,TRUE,24,2018ApJ...856...23G,10.70595169,11.27630234,9.841156006
DS Tau,V* DS Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=DS+Tau,71.95250688,29.41966683,2016,2022A&A...667A.124G,MW,Taurus,,,K5,2022A&A...667A.124G,,,3876,2022A&A...667A.124G,-0.54,2022A&A...667A.124G,0.61,2022A&A...667A.124G,,,,,,,,,1.19,2022A&A...667A.124G,-8.57,2022A&A...667A.124G,0.13,2022A&A...667A.124G,,,,,,,13.11,none,13.16,none,12.3,none,10.8,none,Gaia DR3 158249306976130176,6.315008256,0.02100082,FALSE,none,TRUE,FALSE,FALSE,TRUE,16,2018ApJ...856...23G,12.05132866,12.80502892,11.10162544
CY Tau,V* CY Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=CY+Tau,64.39058029,28.34622257,2016,2022A&A...667A.124G,MW,Taurus,,,M2,2022A&A...667A.124G,,,3514,2022A&A...667A.124G,-0.66,2022A&A...667A.124G,0.36,2022A&A...667A.124G,,,,,,,,,1.27,2022A&A...667A.124G,-8.85,2022A&A...667A.124G,0,2022A&A...667A.124G,,,,,,,14.52,none,14.68,none,13.4,none,,,Gaia DR3 164698634160139264,7.915844179,0.020389441,FALSE,none,TRUE,FALSE,FALSE,TRUE,16.7,2020AJ....160..120J,12.4795332,13.59951401,11.38836288
T Tau,V* T Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=T+Tau,65.49768837,19.53505637,2016,,MW,Taurus,,,,2021A&A...652A.133V,,,5700,2021A&A...652A.133V,0.95,2021A&A...652A.133V,1.94,2021A&A...652A.133V,,,,,,,,,,,,,0.23,2021A&A...652A.133V,4.01,2021A&A...652A.133V,,,,,,,,,,,,,Gaia DR3 48192969034959232,6.890082843,0.037740663,FALSE,none,TRUE,FALSE,FALSE,TRUE,23.9,2017AJ....153...95R,9.668167,10.390567,8.757364
DG Tau,V* DG Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=DG+Tau,66.76957782,26.10437015,2016,2022A&A...667A.124G,MW,Taurus,,,K7,2022A&A...667A.124G,,,4004,2022A&A...667A.124G,-0.36,2022A&A...667A.124G,0.7,2022A&A...667A.124G,,,,,,,,,1.38,2022A&A...667A.124G,-7.35,2022A&A...667A.124G,0.48,2022A&A...667A.124G,,,,,,,13.57,none,13.97,none,10.5,none,,,Gaia DR3 151262700852297728,7.983639611,0.118209854,FALSE,none,TRUE,FALSE,FALSE,TRUE,15.4,2012ApJ...745..119N,11.87641144,12.86468029,10.77052975
SU Aur,V* SU Aur,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=SU+Aur,73.99746613,30.56697521,2016,2022A&A...667A.124G,MW,Taurus-Auriga,,,G5,2022A&A...667A.124G,,,5414,2022A&A...667A.124G,0.95,2022A&A...667A.124G,2.22,2022A&A...667A.124G,,,,,,,,,3.38,2022A&A...667A.124G,-7.76,2022A&A...667A.124G,0.29,2022A&A...667A.124G,,,,,,,,,10.33,none,9.3,none,,,Gaia DR3 157010573981545344,6.370007441,0.030324647,FALSE,none,TRUE,FALSE,FALSE,TRUE,14.3,2012ApJ...745..119N,9.251130104,9.747431755,8.429355621
V410 Tau,V* V410 Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V410+Tau,64.62966193,28.45437608,2016,2010MNRAS.403..159S,MW,Taurus,,,,,,,4500,2010MNRAS.403..159S,,,1.4,2010MNRAS.403..159S,,,,,,,,,3,2010MNRAS.403..159S,,,,,1.2,2010MNRAS.403..159S,,,,,,,12.13,none,10.75,none,9.41,none,Gaia DR3 164518589131083136,7.730281963,0.021211926,FALSE,none,TRUE,FALSE,FALSE,TRUE,21.6,2020AJ....160..120J,10.3304615,11.04123688,9.49461937
HD 141569,HD 141569,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+141569,237.4905401,-3.921290953,2016,2020MNRAS.493..234W,MW,other,,,A0Ve,2020MNRAS.493..234W,,,9500,2020MNRAS.493..234W,1.34,2020MNRAS.493..234W,2.06,2020MNRAS.493..234W,4.2,2020MNRAS.493..234W,,,,,,,1.74,2020MNRAS.493..234W,-7.35,2020MNRAS.493..234W,0.12,2020MNRAS.493..234W,5.89,2020MNRAS.493..234W,,,,,7.22,none,7.23,2020MNRAS.493..234W,7.13,2020MNRAS.493..234W,7.04,none,Gaia DR3 4399438153527026176 ,8.95967478,0.029310701,FALSE,none,TRUE,FALSE,FALSE,TRUE,3.5,2020AJ....160...82S,7.10304594,7.139754295,6.990853786
HD 142666,HD 142666,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+142666,239.166697,-22.02787762,2016,2020MNRAS.493..234W,MW,other,,,A8Ve,2020MNRAS.493..234W,,,7250,2020MNRAS.493..234W,1.08,2020MNRAS.493..234W,1.64,2020MNRAS.493..234W,4,2020MNRAS.493..234W,,,,,,,2.21,2020MNRAS.493..234W,-7.24,2020MNRAS.493..234W,0.26,2020MNRAS.493..234W,7.76,2020MNRAS.493..234W,,,,,9.41,none,9.37,none,8.82,none,8.01,none,Gaia DR3 6243489715051060480,6.837516101,0.02167074,FALSE,none,TRUE,FALSE,FALSE,TRUE,-5.4,2023ApJS..265...12Q,8.586450577,8.86025238,8.096135139
PDS 70,PDS 70,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=PDS+70,212.0421347,-41.39804388,2016,2020AJ....159..222H,MW,Upper Scorpius,,,K7,2018A&A...617A..44K,,,3972,2018A&A...617A..44K,-0.46,2018A&A...617A..44K,0.76,2018A&A...617A..44K,,,,,,,,,1.26,2018A&A...617A..44K,-9.88,2020ApJ...892...81T,0.02,2018A&A...617A..44K,5.4,2018A&A...617A..44K,,,,,,,13.42,none,12.18,none,10.51,none,Gaia DR3 6110141563309613056,8.897475007,0.019064352,FALSE,none,TRUE,FALSE,FALSE,TRUE,3.9,2020AJ....160...82S,11.60600758,12.38758755,10.71436691
T Cha,V* T cha,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=T+Cha,179.3053512,-79.35879694,2016,2019MNRAS.484.4315C,MW,eps Cha,,,G8,2019MNRAS.484.4315C,,,,,,,1.3,2019MNRAS.484.4315C,,,,,,,,,1.8,2019MNRAS.484.4315C,-8.4,2019MNRAS.484.4315C,0.55,2019MNRAS.484.4315C,7,2019MNRAS.484.4315C,,,,,,,10,none,11.86,none,,,Gaia DR3 5199981334076455680,9.735605696,0.033161,TRUE,2019MNRAS.484.4315C,TRUE,FALSE,FALSE,TRUE,14.1,2017AJ....153...95R,11.87027168,13.09819126,11.02326012
HD 163296,HD 163296,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+163296,269.0886644,-21.95625087,2016,2013ApJ...776...44M,MW,other,,,A1,2013ApJ...776...44M,,,9250,2013ApJ...776...44M,1.54,2013ApJ...776...44M,2.2,2013ApJ...776...44M,,,,,,,,,2.3,2013ApJ...776...44M,-6.35,2013ApJ...776...44M,,,5,2013ApJ...776...44M,,,,,7.01,2013ApJ...776...44M,7.08,2013ApJ...776...44M,6.9,2013ApJ...776...44M,6.74,2013ApJ...776...44M,Gaia DR3 4070355800839765248 ,9.904265031,0.040762495,FALSE,none,TRUE,FALSE,FALSE,TRUE,-4,2017AJ....153...95R,6.844195843,6.898377895,6.691660881
HD 294260,HD 294260,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+294260,84.21361066,-4.427765288,2016,2021A&A...652A.133V,MW,other,,,G1,1984AJ.....89..399R,,,6115,2021A&A...652A.133V,0.94,2021A&A...652A.133V,1.68,2021A&A...652A.133V,,,,,,,,,,,,,0.16,2021A&A...652A.133V,6.72,2021A&A...652A.133V,,,,,,,,,,,,,Gaia DR3 3215594774172175104,2.554764804,0.017692754,FALSE,none,TRUE,FALSE,FALSE,TRUE,30.4,2020AJ....160..120J,10.6075449,10.95643711,10.0810194
EZ Ori,V* EZ ori,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=EZ+Ori,83.57736441,-5.07994107,2016,2004AJ....128.1294C,MW,Ori OB1c,,,G3,2004AJ....128.1294C,,,5830,2004AJ....128.1294C,0.77,2004AJ....128.1294C,1.6,2004AJ....128.1294C,,,,,,,,,2.4,2004AJ....128.1294C,-8.4,2004AJ....128.1294C,0.19,2004AJ....128.1294C,9.7,2004AJ....128.1294C,,,,,12.83,2004AJ....128.1294C,12.53,2004AJ....128.1294C,11.7,2004AJ....128.1294C,10.72,2004AJ....128.1294C,Gaia DR3 3209539488761714432,2.798737865,0.17518893,FALSE,none,TRUE,FALSE,FALSE,TRUE,23.8,2020AJ....160..120J,11.44572639,11.95189667,10.75515747
AK Sco,V* AK Sco,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=AK+Sco,253.6868274,-36.88861922,2016,2021A&A...652A.133V,MW,Upper Scorpius,,,F6+F6,2021A&A...652A.133V,,,6250,2021A&A...652A.133V,0.84,2021A&A...652A.133V,1.52,2021A&A...652A.133V,,,,,,,,,,,,,0.09,2021A&A...652A.133V,8.57,2021A&A...652A.133V,,,,,9.8,none,9.63,none,9,none,,,Gaia DR3 5971474902099064576,7.154344205,0.031216793,TRUE,2021A&A...652A.133V,TRUE,FALSE,FALSE,TRUE,-1.3,2012A&A...546A..61D,9.064188004,9.337845802,8.410297394
HD 135344B,HD 135344B,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=HD+135344B,228.9517512,-37.15455463,2016,2021A&A...652A.133V,MW,other,,,F8,2021A&A...652A.133V,,,6640,2021A&A...652A.133V,0.91,2021A&A...652A.133V,1.5,2021A&A...652A.133V,,,,,,,,,,,,,0.07,2021A&A...652A.133V,9.07,2021A&A...652A.133V,,,,,,,9.21,none,8.71,none,,,Gaia DR3 6199395656645838976,7.407397809,0.023951042,TRUE,2021A&A...652A.133V,TRUE,FALSE,FALSE,TRUE,-5.3,2023ApJS..265...12Q,8.514243126,8.786042213,8.064091682
CO Ori,V* CO Ori,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=CO+Ori,81.90973907,11.42746838,2016,2021A&A...652A.133V,MW,Lambda Orionis,,,G0,2004AJ....128.1294C,,,6030,2021A&A...652A.133V,1.64,2021A&A...652A.133V,2.97,2021A&A...652A.133V,,,,,,,,,4.3,2004AJ....128.1294C,-7.05,2004AJ....128.1294C,0.22,2021A&A...652A.133V,1.48,2021A&A...652A.133V,,,,,12.96,none,12.33,none,10.3,none,9.63,none,Gaia DR3 3339339963154835072,2.504856955,0.020514334,FALSE,none,TRUE,FALSE,FALSE,TRUE,23,2012A&A...546A..61D,11.08622646,11.79193878,10.30771065
V827 Tau,V* V827 Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V827+Tau,68.06076675,18.33736212,2016,2022A&A...667A.124G,MW,Taurus,,,K5,2022A&A...667A.124G,,,3648,2022A&A...667A.124G,-0.056,2022A&A...667A.124G,0.43,2022A&A...667A.124G,,,,,,,,,2.35,2022A&A...667A.124G,,,0.16,2022A&A...667A.124G,,,,,,,,,14,none,12.63,none,,,Gaia DR3 3314338163954491136,6.084325945,0.35792792,FALSE,none,TRUE,FALSE,FALSE,TRUE,17.8,2012ApJ...745..119N,11.8698616,12.92767811,10.79613781
V1070 Tau,V* V1070 Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V1070+Tau,64.92200337,27.82993104,2016,2022A&A...667A.124G,MW,Taurus,,,K5,2022A&A...667A.124G,,,3897,2022A&A...667A.124G,-0.15,2022A&A...667A.124G,0.6,2022A&A...667A.124G,,,,,,,,,1.85,2022A&A...667A.124G,,,0.19,2022A&A...667A.124G,,,,,,,,,13.75,none,12.25,none,,,Gaia DR3 164422961683000320,7.986951487,0.0432053,FALSE,none,TRUE,FALSE,FALSE,TRUE,17.7,2020AJ....160..120J,11.85012913,12.62421894,10.62226486
V1098 Tau,V* V1098 Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V1098+Tau,63.69990902,27.87615949,2016,2022A&A...667A.124G,MW,Taurus,,,M0,2022A&A...667A.124G,,,3837,2022A&A...667A.124G,0.045,2022A&A...667A.124G,0.55,2022A&A...667A.124G,,,,,,,,,2.38,2022A&A...667A.124G,,,0.23,2022A&A...667A.124G,,,,,,,,,14.08,none,11.73,none,,,Gaia DR3 163157325014927360,,,FALSE,none,TRUE,FALSE,FALSE,TRUE,14.9,2020AJ....160..120J,11.68130493,12.32321167,9.994848251
V826 Tau,V* V826 Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V826+Tau,68.06605336,18.02734529,2016,2006ApJ...646..319E,MW,Taurus,,,K7,2006ApJ...646..319E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51,none,12.07,none,10.31,none,Gaia DR3 3314258999116827776,6.960738913,0.020109935,TRUE,2006ApJ...646..319E,TRUE,FALSE,FALSE,TRUE,18,2018ApJ...856...23G,11.17826271,12.02985191,10.26456451
V830 Tau,V* V830 Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V830+Tau,68.29182694,24.5619212,2016,2015MNRAS.453.3706D,MW,Taurus,,,M0-1,2009A&ARv..17..251S,,,4250,2015MNRAS.453.3706D,0.08,2015MNRAS.453.3706D,1,2015MNRAS.453.3706D,3.9,2015MNRAS.453.3706D,,,,,,,2,2015MNRAS.453.3706D,,,,,2.2,2015MNRAS.453.3706D,,,,,,,13.91,none,12.08,none,,,Gaia DR3 147831571737487488,7.670374875,0.016476244,FALSE,none,TRUE,FALSE,FALSE,TRUE,17.6,2020AJ....160..120J,11.66723061,12.54673767,10.72594738
V1146 Sco,V* V1146 Sco,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V1146+Sco,239.3331942,-23.6473539,2016,2012ApJ...744..121Y,MW,Upper Scorpius,,,M0,2012ApJ...744..121Y,,,,,-0.41,2012ApJ...744..121Y,,,,,,,,,,,,,,,0,2012ApJ...744..121Y,,,,,,,,,,,,,,,Gaia DR3 6237039975541812992,9.01896858,0.27174315,FALSE,none,TRUE,FALSE,FALSE,TRUE,0.6,2020AJ....160..120J,12.09785366,13.03716946,11.10500431
FM Tau,V* FM Tau,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=FM+Tau,63.55664309,28.21354898,2016,2013ApJ...767..112I,MW,Taurus,,,M0,2013ApJ...767..112I,,,,,-1,2013ApJ...767..112I,0.6,2013ApJ...767..112I,,,,,,,,,0.7,2013ApJ...767..112I,-8.92,2013ApJ...767..112I,0.23,2013ApJ...767..112I,,,,,,,14.44,none,,,13.8,none,,,Gaia DR3 163184366130809472,7.575347285,0.024392659,FALSE,none,TRUE,FALSE,FALSE,TRUE,13.8,2018ApJ...856...23G,13.5845747,14.737607,12.4691925
V1154 Sco,V* V1154 Sco,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V1154+Sco,240.5434754,-22.69134004,2016,2012ApJ...744..121Y,MW,Upper Scorpius,,,K5,2012ApJ...744..121Y,,,,,0.08,2012ApJ...744..121Y,,,,,,,,,,,,,,,0.13,2012ApJ...744..121Y,,,,,,,,,12.46,none,11.32,none,,,Gaia DR3 6243172643388011008,,,FALSE,none,TRUE,FALSE,FALSE,TRUE,-2.3,2018ApJS..235....6T,11.12303066,11.60885715,10.05387402
V1157 Sco,V* V1157 Sco,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=V1157+Sco,242.835697,-18.3487305,2016,2012ApJ...744..121Y,MW,Upper Scorpius,,,K5,2012ApJ...744..121Y,,,,,-0.14,2012ApJ...744..121Y,,,,,,,,,,,,,,,0.32,2012ApJ...744..121Y,,,,,,,,,,,12.49,none,,,Gaia DR3 6248926520870519680,7.340734613,0.019733641,FALSE,none,TRUE,FALSE,FALSE,TRUE,-7.7,2020AJ....160..120J,11.76563644,12.65756702,10.83295536
SZ Cha,V* SZ Cha,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=Sz+Cha,164.569318,-77.28809813,2016,2023ApJ...953..177M,MW,Cha I,,,K2,2023ApJ...953..177M,,,4900,2023ApJ...953..177M,,,,,,,,,,,,,,,-7.82,2023ApJ...953..177M,0.42,2023ApJ...953..177M,,,,,,,,,14.12,none,13.11,none,11.79,none,Gaia DR3 5201199348142249216,5.257345188,0.025798809,FALSE,none,TRUE,FALSE,FALSE,TRUE,15,2012ApJ...745..119N,11.73030853,12.47276688,10.70845795
GX Ori,V* GX Ori,T Tauri star,http://simbad.cds.unistra.fr/simbad/sim-id?Ident=GX+Ori,82.50818092,12.2264139,2016,2004AJ....128.1294C,MW,Lambda Orionis,,,G9,2004AJ....128.1294C,,,5410,2004AJ....128.1294C,0.51,2004AJ....128.1294C,1.5,2004AJ....128.1294C,,,,,,,,,2,2004AJ....128.1294C,-7.44,2004AJ....128.1294C,0.42,2004AJ....128.1294C,9.6,2004AJ....128.1294C,,,,,14.32,2004AJ....128.1294C,14.07,2004AJ....128.1294C,13.12,2004AJ....128.1294C,11.79,2004AJ....128.1294C,Gaia DR3 3340894500797788288,2.427523091,0.026019974,FALSE,none,TRUE,FALSE,FALSE,TRUE,26.1,2022A&A...659A..95T,12.92131,13.538801,12.031708
VW Cha A,V* VW Cha A,T Tauri star companion,https://simbad.cds.unistra.fr/simbad/sim-id?Ident=%4021213573&Name=V*%20VW%20Cha%20A,167.0058162,-77.70793569,2016,2013A&A...554A..43D,MW,Cha I,,,K7,2013A&A...554A..43D,,,4060,2013A&A...554A..43D,0.2,2013A&A...554A..43D,0.75,2013A&A...554A..43D,,,,,,,,,2.55,2013A&A...554A..43D,-8.38,2013A&A...554A..43D,0.968,2013A&A...554A..43D,,,,,,,,,,,,,,,Gaia DR3 5201126475432043776,5.31466759,0.2904844,,,,,,,,,12.402748,12.966642,10.755862
VW Cha B,V* VW Cha B,T Tauri star companion,https://simbad.cds.unistra.fr/simbad/sim-id?Ident=%4021213574&Name=V*%20VW%20Cha%20B,167.005729,-77.7081193,2016,2013A&A...554A..43D,MW,Cha I,,,M0,2013A&A...554A..43D,,,3850,2013A&A...554A..43D,-0.12,2013A&A...554A..43D,0.57,2013A&A...554A..43D,,,,,,,,,1.97,2013A&A...554A..43D,,,0.581,2013A&A...554A..43D,,,,,,,,,,,,,,,Gaia DR3 5201126475434187264,5.395152818,0.099376716,,,,,,,,,12.765629,,